InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
INV1559,P442,Multi-layered 3rdgeneration Internet solution,10,2023-09-13,4.1,C171,Egypt,41.0
INV1468,P756,Reverse-engineered even-keeled software,47,2023-09-13,5.83,C106,Uganda,274.01
INV1241,P697,Stand-alone neutral interface,48,2023-09-19,64.65,C119,Morocco,3103.2000000000003
INV1770,P675,Decentralized 24/7 moratorium,5,2023-09-20,34.92,C131,South Africa,174.60000000000002
INV1976,P1001,Integrated multi-state open system,3,2023-09-22,73.98,C172,Nigeria,221.94
INV1205,P719,Customer-focused dedicated capacity,49,2023-09-23,34.1,C200,South Africa,1670.9
INV1492,P819,Profit-focused mobile interface,49,2023-09-23,70.2,C161,Ghana,3439.8
INV1458,P471,Reactive systematic analyzer,19,2023-09-24,5.39,C113,Nigeria,102.41
INV1808,P440,Cross-group grid-enabled knowledge user,14,2023-09-25,29.58,C103,Kenya,414.12
INV1395,P755,Down-sized scalable approach,17,2023-09-25,4.72,C103,Ghana,80.24
INV1126,P1024,Universal multi-tasking interface,37,2023-09-26,29.51,C194,South Africa,1091.8700000000001
INV1902,P1051,Configurable intermediate algorithm,28,2023-09-27,85.27,C193,Uganda,2387.56
INV1225,P700,Integrated real-time challenge,2,2023-09-27,72.36,C142,Uganda,144.72
INV1905,P1054,Function-based background success,21,2023-09-27,76.9,C173,South Africa,1614.9
INV1889,P386,Persistent client-driven approach,4,2023-09-29,64.16,C136,South Africa,256.64
INV1431,P735,Centralized zero-defect initiative,49,2023-09-29,12.91,C155,South Africa,632.59
INV1847,P599,Enterprise-wide mobile solution,38,2023-09-29,55.39,C198,Rwanda,2104.82
INV1764,P455,Fully-configurable maximized hardware,25,2023-09-29,2.72,C124,Ghana,68.0
INV1603,P536,Networked discrete open system,22,2023-09-30,68.37,C101,South Africa,1504.14
INV1908,P219,Reverse-engineered bifurcated methodology,5,2023-10-03,16.15,C183,Kenya,80.75
INV1212,P719,Synergistic needs-based methodology,37,2023-10-03,97.91,C151,Ethiopia,3622.67
INV1579,P363,Expanded fault-tolerant contingency,35,2023-10-04,16.21,C116,Kenya,567.35
INV1282,P802,Visionary optimal process improvement,12,2023-10-05,11.55,C164,Tanzania,138.60000000000002
INV1407,P258,Programmable analyzing challenge,25,2023-10-06,85.43,C131,Nigeria,2135.75
INV1222,P200,Phased 3rdgeneration toolset,33,2023-10-06,57.37,C187,Egypt,1893.2099999999998
INV1531,P236,Managed motivating initiative,50,2023-10-09,8.39,C136,Nigeria,419.5
INV1990,P1042,Ameliorated cohesive portal,19,2023-10-10,34.83,C162,Uganda,661.77
INV1063,P327,Innovative tangible budgetary management,40,2023-10-11,78.37,C120,Rwanda,3134.8
INV1149,P469,Expanded upward-trending policy,42,2023-10-12,19.45,C110,Tanzania,816.9
INV1550,P305,Focused client-driven strategy,2,2023-10-14,53.18,C198,Ghana,106.36
INV1364,P616,Open-architected exuding matrices,37,2023-10-14,6.43,C198,Rwanda,237.91
INV1532,P1054,Managed secondary superstructure,35,2023-10-14,85.39,C167,Nigeria,2988.65
INV1589,P404,Horizontal heuristic conglomeration,37,2023-10-15,1.12,C143,Nigeria,41.440000000000005
INV1849,P1055,Proactive content-based service-desk,34,2023-10-16,71.83,C153,Kenya,2442.22
INV1302,P335,Centralized holistic flexibility,40,2023-10-17,44.28,C108,Tanzania,1771.2
INV1072,P570,Reactive foreground initiative,44,2023-10-19,32.3,C113,South Africa,1421.1999999999998
INV1134,P935,De-engineered dedicated implementation,35,2023-10-21,11.12,C131,Rwanda,389.2
INV1313,P296,Multi-lateral heuristic alliance,2,2023-10-26,17.04,C191,South Africa,34.08
INV1877,P227,Proactive upward-trending installation,43,2023-10-26,19.27,C146,Nigeria,828.61
INV1394,P953,De-engineered dedicated matrices,26,2023-10-26,9.77,C124,Ghana,254.01999999999998
INV1865,P544,Profound intangible hierarchy,10,2023-10-29,93.03,C134,Nigeria,930.3
INV1805,P279,Programmable cohesive application,19,2023-10-29,99.34,C124,Uganda,1887.46
INV1721,P888,Diverse intangible project,15,2023-10-29,85.94,C197,Tanzania,1289.1
INV1542,P1015,Team-oriented high-level Graphical User Interface,10,2023-10-30,82.06,C123,Ghana,820.6
INV1088,P484,Cross-platform even-keeled application,47,2023-10-30,43.72,C115,Ghana,2054.84
INV1850,P629,Down-sized attitude-oriented attitude,18,2023-11-01,52.6,C151,Nigeria,946.8000000000001
INV1457,P718,Secured system-worthy model,17,2023-11-03,48.19,C115,Ghana,819.23
INV1940,P820,Managed intangible complexity,23,2023-11-03,35.01,C161,South Africa,805.2299999999999
INV1016,P232,Vision-oriented responsive array,22,2023-11-03,91.82,C162,Tanzania,2020.04
INV1080,P991,Fundamental bottom-line standardization,8,2023-11-05,44.44,C106,South Africa,355.52
INV1692,P640,Function-based executive throughput,39,2023-11-06,61.01,C190,Ethiopia,2379.39
INV1438,P444,Triple-buffered 3rdgeneration alliance,8,2023-11-08,63.35,C146,Kenya,506.8
INV1316,P641,Optimized well-modulated instruction set,41,2023-11-08,95.57,C145,South Africa,3918.37
INV1718,P1038,Reverse-engineered 3rdgeneration strategy,41,2023-11-11,65.56,C159,Ghana,2687.96
INV1354,P251,Business-focused value-added solution,49,2023-11-11,56.02,C131,Kenya,2744.98
INV1882,P227,Face-to-face demand-driven conglomeration,16,2023-11-12,43.03,C194,Nigeria,688.48
INV1429,P797,Decentralized composite parallelism,22,2023-11-12,23.83,C110,Nigeria,524.26
INV1644,P732,Networked empowering standardization,10,2023-11-13,62.91,C182,Nigeria,629.0999999999999
INV1185,P898,Reduced real-time policy,1,2023-11-13,19.26,C155,South Africa,19.26
INV1151,P798,Expanded national extranet,32,2023-11-14,33.88,C184,Kenya,1084.16
INV1169,P896,Innovative encompassing customer loyalty,28,2023-11-14,91.36,C168,Nigeria,2558.08
INV1305,P790,Enhanced mobile toolset,48,2023-11-15,61.43,C125,Tanzania,2948.64
INV1013,P289,Enterprise-wide attitude-oriented frame,40,2023-11-17,99.73,C189,Nigeria,3989.2000000000003
INV1421,P452,Intuitive radical customer loyalty,15,2023-11-18,88.54,C149,South Africa,1328.1000000000001
INV1059,P244,Pre-emptive secondary superstructure,14,2023-11-19,38.54,C198,South Africa,539.56
INV1397,P965,Assimilated coherent artificial intelligence,33,2023-11-19,58.49,C157,South Africa,1930.17
INV1702,P418,Business-focused real-time complexity,44,2023-11-21,24.34,C138,South Africa,1070.96
INV1107,P946,Cross-group directional extranet,17,2023-11-21,54.11,C121,Ghana,919.87
INV1735,P666,Re-engineered motivating solution,24,2023-11-22,59.2,C165,Rwanda,1420.8000000000002
INV1623,P471,Enhanced maximized installation,25,2023-11-22,53.89,C133,Kenya,1347.25
INV1405,P743,Centralized systemic middleware,35,2023-11-22,47.26,C114,Ethiopia,1654.1
INV1807,P492,Team-oriented optimal adapter,21,2023-11-23,9.96,C138,Ghana,209.16000000000003
INV1582,P310,Enterprise-wide client-driven orchestration,18,2023-11-23,2.77,C128,Nigeria,49.86
INV1750,P968,Re-contextualized attitude-oriented open architecture,9,2023-11-24,98.68,C189,Kenya,888.1200000000001
INV1281,P435,Multi-tiered dynamic model,48,2023-11-24,72.3,C107,Nigeria,3470.3999999999996
INV1977,P242,Synchronized upward-trending conglomeration,41,2023-11-24,77.09,C193,Uganda,3160.69
INV1577,P454,Integrated executive knowledgebase,35,2023-11-26,21.17,C109,Tanzania,740.95
INV1276,P265,Team-oriented didactic groupware,26,2023-11-26,81.69,C132,Nigeria,2123.94
INV1693,P1004,Centralized demand-driven synergy,1,2023-11-27,60.17,C135,South Africa,60.17
INV1670,P612,Phased 6thgeneration knowledge user,45,2023-11-28,33.9,C151,Rwanda,1525.5
INV1988,P1069,De-engineered bottom-line pricing structure,49,2023-11-30,12.65,C181,Tanzania,619.85
INV1159,P705,Profit-focused bifurcated functionalities,39,2023-12-01,60.77,C148,Uganda,2370.03
INV1404,P1073,Robust multimedia concept,26,2023-12-01,1.33,C141,Kenya,34.58
INV1306,P684,Operative asymmetric open system,25,2023-12-02,94.98,C192,Nigeria,2374.5
INV1447,P969,Self-enabling maximized archive,30,2023-12-02,89.85,C107,Kenya,2695.5
INV1657,P538,Business-focused heuristic website,5,2023-12-06,59.73,C145,Ghana,298.65
INV1745,P449,Switchable exuding functionalities,37,2023-12-06,45.19,C108,Ghana,1672.03
INV1837,P220,Focused local utilization,23,2023-12-06,95.2,C102,Nigeria,2189.6
INV1509,P1049,Multi-layered multi-state ability,5,2023-12-06,56.42,C146,Ghana,282.1
INV1346,P1095,Programmable non-volatile ability,28,2023-12-10,90.43,C163,Ghana,2532.04
INV1761,P675,Intuitive 24hour attitude,18,2023-12-10,40.34,C144,Ghana,726.1200000000001
INV1219,P752,Implemented real-time archive,23,2023-12-10,51.05,C193,Kenya,1174.1499999999999
INV1691,P415,Face-to-face exuding capacity,41,2023-12-11,40.16,C111,Uganda,1646.56
INV1821,P419,Devolved composite support,31,2023-12-13,33.51,C108,Ghana,1038.81
INV1663,P937,Right-sized dynamic info-mediaries,48,2023-12-15,74.68,C163,South Africa,3584.6400000000003
INV1811,P527,Extended multi-tasking solution,1,2023-12-17,76.75,C165,Tanzania,76.75
INV1918,P241,Stand-alone discrete implementation,27,2023-12-19,26.43,C105,Nigeria,713.61
INV1573,P885,Face-to-face 6thgeneration superstructure,10,2023-12-19,56.71,C138,Tanzania,567.1
INV1340,P343,Triple-buffered bandwidth-monitored initiative,27,2023-12-21,76.08,C191,Ghana,2054.16
INV1199,P1096,Fully-configurable intermediate focus group,24,2023-12-22,53.24,C161,South Africa,1277.76
INV1749,P205,Optional mission-critical algorithm,17,2023-12-22,4.38,C184,Uganda,74.46
INV1769,P1020,Exclusive static strategy,45,2023-12-25,52.65,C154,Ghana,2369.25
INV1057,P470,Persevering bifurcated productivity,47,2023-12-26,99.1,C149,South Africa,4657.7
INV1786,P362,Monitored object-oriented encryption,34,2023-12-26,38.06,C165,South Africa,1294.04
INV1035,P1028,Cross-group client-driven success,47,2023-12-26,51.1,C150,Ghana,2401.7000000000003
INV1633,P820,Automated coherent circuit,31,2023-12-27,5.08,C140,Kenya,157.48
INV1527,P277,Open-architected solution-oriented core,27,2023-12-29,77.33,C159,Kenya,2087.91
INV1616,P539,Focused secondary throughput,31,2023-12-30,2.82,C187,Tanzania,87.42
INV1452,P776,Assimilated dynamic utilization,13,2023-12-31,89.6,C133,Tanzania,1164.8
INV1711,P490,Up-sized neutral approach,37,2024-01-01,44.28,C168,Ethiopia,1638.3600000000001
INV1425,P834,Re-contextualized coherent function,32,2024-01-02,74.59,C138,Ghana,2386.88
INV1594,P1040,Fundamental reciprocal alliance,25,2024-01-02,23.33,C105,Morocco,583.25
INV1568,P954,Enterprise-wide clear-thinking middleware,29,2024-01-03,72.72,C104,Kenya,2108.88
INV1627,P644,Open-architected exuding process improvement,16,2024-01-03,36.42,C192,Egypt,582.72
INV1233,P445,Profound 24/7 model,17,2024-01-04,41.23,C149,Tanzania,700.91
INV1861,P646,User-friendly tangible productivity,17,2024-01-05,17.47,C174,Tanzania,296.99
INV1106,P746,Right-sized content-based structure,11,2024-01-05,11.19,C195,Nigeria,123.08999999999999
INV1260,P973,Intuitive contextually-based firmware,40,2024-01-08,47.64,C145,Kenya,1905.6
INV1683,P782,Synergized non-volatile conglomeration,3,2024-01-09,63.25,C190,South Africa,189.75
INV1114,P904,Enterprise-wide client-server hierarchy,39,2024-01-10,41.49,C146,Nigeria,1618.1100000000001
INV1014,P804,Horizontal system-worthy ability,24,2024-01-12,89.76,C125,Nigeria,2154.2400000000002
INV1239,P287,Ameliorated clear-thinking array,22,2024-01-12,13.15,C146,Kenya,289.3
INV1311,P616,Managed web-enabled emulation,46,2024-01-13,27.72,C101,Morocco,1275.12
INV1321,P1084,Open-architected foreground productivity,14,2024-01-13,35.8,C126,Tanzania,501.19999999999993
INV1898,P979,Organized intangible moderator,19,2024-01-14,56.11,C139,Ethiopia,1066.09
INV1895,P665,Multi-tiered zero tolerance flexibility,29,2024-01-15,36.72,C189,Rwanda,1064.8799999999999
INV1207,P1091,Front-line optimizing solution,12,2024-01-16,75.57,C147,Uganda,906.8399999999999
INV1375,P471,Function-based non-volatile standardization,33,2024-01-17,41.04,C197,Rwanda,1354.32
INV1286,P924,Pre-emptive exuding contingency,9,2024-01-17,73.49,C144,Nigeria,661.41
INV1485,P318,Automated national functionalities,37,2024-01-17,25.28,C148,South Africa,935.36
INV1685,P615,Future-proofed homogeneous capacity,13,2024-01-18,77.0,C181,Ghana,1001.0
INV1788,P1082,Integrated content-based task-force,35,2024-01-20,25.17,C156,Nigeria,880.95
INV1814,P341,Balanced client-server conglomeration,4,2024-01-20,90.24,C129,Nigeria,360.96
INV1350,P1082,Expanded encompassing concept,48,2024-01-21,67.32,C184,Kenya,3231.3599999999997
INV1785,P656,Implemented intermediate support,33,2024-01-23,97.88,C126,South Africa,3230.04
INV1717,P295,Pre-emptive maximized open architecture,47,2024-01-23,10.43,C134,Tanzania,490.21
INV1897,P545,Self-enabling asymmetric benchmark,50,2024-01-26,77.22,C190,South Africa,3861.0
INV1565,P622,Robust stable monitoring,50,2024-01-27,44.79,C141,Ethiopia,2239.5
INV1523,P637,Fully-configurable local ability,2,2024-01-27,18.2,C110,Nigeria,36.4
INV1018,P295,Enhanced demand-driven contingency,24,2024-01-27,97.53,C103,Egypt,2340.7200000000003
INV1007,P342,Configurable object-oriented task-force,19,2024-01-28,80.78,C144,Nigeria,1534.82
INV1261,P947,Optimized responsive attitude,39,2024-01-28,19.03,C153,Egypt,742.1700000000001
INV1551,P562,Adaptive disintermediate parallelism,50,2024-01-28,82.77,C182,Nigeria,4138.5
INV1056,P818,Configurable discrete Local Area Network,8,2024-01-29,93.36,C122,Kenya,746.88
INV1776,P973,Secured local moratorium,49,2024-01-31,73.56,C199,Egypt,3604.44
INV1096,P414,User-centric scalable methodology,45,2024-01-31,57.74,C123,Kenya,2598.3
INV1893,P535,Business-focused multi-state forecast,3,2024-02-01,65.01,C113,Ethiopia,195.03000000000003
INV1109,P367,Vision-oriented 4thgeneration superstructure,35,2024-02-01,46.24,C167,Ghana,1618.4
INV1928,P329,Multi-lateral interactive product,26,2024-02-01,2.57,C181,Ethiopia,66.82
INV1615,P749,Synchronized methodical contingency,14,2024-02-02,57.52,C193,South Africa,805.2800000000001
INV1578,P473,Cloned intermediate Local Area Network,49,2024-02-02,10.03,C106,Nigeria,491.46999999999997
INV1984,P718,Synergized multimedia website,34,2024-02-02,61.24,C180,Egypt,2082.16
INV1728,P247,Re-engineered zero administration forecast,12,2024-02-05,88.49,C180,Kenya,1061.8799999999999
INV1160,P293,Multi-channeled analyzing Internet solution,45,2024-02-05,12.31,C166,Uganda,553.95
INV1087,P589,Visionary upward-trending portal,18,2024-02-06,54.74,C106,Egypt,985.32
INV1854,P759,Synchronized asymmetric moratorium,34,2024-02-07,8.06,C148,Kenya,274.04
INV1400,P251,Automated 24hour middleware,48,2024-02-07,10.08,C107,Egypt,483.84000000000003
INV1385,P877,Focused global framework,50,2024-02-08,46.73,C102,Nigeria,2336.5
INV1942,P965,Fundamental 24hour customer loyalty,24,2024-02-09,44.8,C195,Kenya,1075.1999999999998
INV1520,P652,Fully-configurable directional open architecture,16,2024-02-09,18.77,C107,Egypt,300.32
INV1453,P302,Ameliorated optimizing policy,50,2024-02-10,86.15,C115,Ethiopia,4307.5
INV1688,P200,Phased grid-enabled capability,20,2024-02-10,51.89,C148,South Africa,1037.8
INV1986,P549,Innovative client-server strategy,8,2024-02-11,16.77,C156,Kenya,134.16
INV1884,P858,Seamless local model,11,2024-02-12,81.76,C199,Ghana,899.36
INV1132,P780,Extended explicit intranet,35,2024-02-12,72.88,C108,Uganda,2550.7999999999997
INV1484,P470,Team-oriented coherent installation,16,2024-02-15,86.95,C107,Kenya,1391.2
INV1297,P485,Expanded 5thgeneration product,11,2024-02-15,19.25,C115,South Africa,211.75
INV1142,P346,Implemented 5thgeneration pricing structure,14,2024-02-16,8.65,C151,Ethiopia,121.10000000000001
INV1462,P450,Monitored well-modulated emulation,26,2024-02-19,93.23,C103,Egypt,2423.98
INV1422,P792,Open-source regional moratorium,28,2024-02-21,60.48,C141,Ethiopia,1693.4399999999998
INV1336,P396,Self-enabling 24/7 workforce,38,2024-02-24,69.37,C175,Ghana,2636.0600000000004
INV1840,P789,Monitored scalable initiative,21,2024-02-24,81.56,C115,Kenya,1712.76
INV1042,P632,Networked modular encryption,39,2024-02-26,55.34,C148,Ethiopia,2158.26
INV1544,P240,Versatile neutral architecture,44,2024-02-26,1.1,C185,Uganda,48.400000000000006
INV1372,P588,Fully-configurable even-keeled extranet,21,2024-02-27,88.61,C175,Rwanda,1860.81
INV1921,P453,Multi-layered bottom-line customer loyalty,47,2024-02-28,15.04,C200,Egypt,706.88
INV1782,P636,Grass-roots didactic strategy,27,2024-02-28,96.37,C182,Kenya,2601.9900000000002
INV1139,P605,Cloned bandwidth-monitored task-force,1,2024-03-01,77.35,C169,Ghana,77.35
INV1278,P221,Switchable value-added superstructure,49,2024-03-02,7.65,C176,Nigeria,374.85
INV1931,P317,Cloned responsive time-frame,8,2024-03-04,60.72,C115,Kenya,485.76
INV1274,P453,Balanced analyzing initiative,7,2024-03-05,82.44,C186,Morocco,577.0799999999999
INV1779,P1034,Face-to-face client-server parallelism,26,2024-03-05,73.35,C139,Kenya,1907.1
INV1359,P295,Up-sized 3rdgeneration adapter,29,2024-03-05,20.07,C130,Tanzania,582.03
INV1553,P773,Grass-roots coherent success,23,2024-03-05,84.15,C165,South Africa,1935.45
INV1113,P855,Down-sized web-enabled access,42,2024-03-06,49.15,C101,Tanzania,2064.2999999999997
INV1001,P314,Open-architected discrete software,29,2024-03-08,1.75,C174,Kenya,50.75
INV1966,P913,Total asynchronous customer loyalty,22,2024-03-09,42.85,C145,Nigeria,942.7
INV1140,P858,User-friendly multi-tasking flexibility,5,2024-03-09,38.07,C170,Tanzania,190.35
INV1525,P209,Monitored actuating installation,28,2024-03-12,94.78,C182,Nigeria,2653.84
INV1863,P229,Switchable empowering adapter,29,2024-03-13,52.79,C178,Morocco,1530.91
INV1058,P1026,Object-based 5thgeneration support,35,2024-03-15,21.3,C173,Uganda,745.5
INV1221,P743,Profound intermediate time-frame,32,2024-03-15,34.59,C188,Ghana,1106.88
INV1828,P625,Profit-focused bi-directional array,12,2024-03-17,55.02,C129,Uganda,660.24
INV1517,P468,Organic system-worthy collaboration,5,2024-03-19,43.79,C138,Tanzania,218.95
INV1833,P598,Synergized transitional budgetary management,30,2024-03-20,64.62,C146,Nigeria,1938.6000000000001
INV1179,P766,Polarized tangible paradigm,30,2024-03-20,52.0,C133,South Africa,1560.0
INV1390,P503,Team-oriented 3rdgeneration website,2,2024-03-21,93.33,C159,Nigeria,186.66
INV1969,P1070,Team-oriented multimedia open system,25,2024-03-21,30.78,C185,Nigeria,769.5
INV1697,P529,Progressive transitional array,49,2024-03-23,29.1,C125,Rwanda,1425.9
INV1171,P810,Robust multi-state portal,42,2024-03-23,58.19,C133,Kenya,2443.98
INV1777,P653,Reverse-engineered 4thgeneration website,11,2024-03-24,17.08,C147,Nigeria,187.88
INV1034,P484,Cloned bottom-line algorithm,15,2024-03-26,9.64,C165,Morocco,144.60000000000002
INV1903,P631,Automated client-server system engine,42,2024-03-26,67.47,C152,Nigeria,2833.74
INV1045,P359,Object-based asymmetric knowledgebase,25,2024-03-29,9.7,C175,Kenya,242.49999999999997
INV1501,P717,Configurable solution-oriented software,21,2024-03-30,90.96,C161,Egypt,1910.1599999999999
INV1533,P578,Virtual asymmetric help-desk,33,2024-04-01,99.02,C176,Morocco,3267.66
INV1900,P484,Universal fresh-thinking capacity,5,2024-04-01,30.9,C150,Kenya,154.5
INV1762,P251,Upgradable multimedia installation,5,2024-04-02,48.51,C142,Ghana,242.54999999999998
INV1958,P403,Quality-focused methodical methodology,15,2024-04-04,34.02,C200,Ethiopia,510.30000000000007
INV1419,P322,Assimilated holistic architecture,12,2024-04-05,59.27,C142,Nigeria,711.24
INV1428,P873,Implemented object-oriented neural-net,25,2024-04-07,83.94,C186,South Africa,2098.5
INV1800,P696,Synchronized regional standardization,23,2024-04-07,35.51,C146,Kenya,816.7299999999999
INV1406,P361,User-centric content-based leverage,50,2024-04-08,30.4,C195,Morocco,1520.0
INV1464,P491,Expanded contextually-based archive,9,2024-04-08,28.86,C179,Nigeria,259.74
INV1181,P211,Switchable 24/7 system engine,28,2024-04-09,46.44,C141,Ghana,1300.32
INV1231,P1026,Progressive dedicated utilization,4,2024-04-11,94.5,C159,Nigeria,378.0
INV1309,P684,Optimized national concept,29,2024-04-12,14.37,C126,Kenya,416.72999999999996
INV1376,P1002,Extended asynchronous process improvement,3,2024-04-14,57.67,C115,Kenya,173.01
INV1992,P308,Team-oriented reciprocal utilization,41,2024-04-14,35.29,C131,Nigeria,1446.8899999999999
INV1512,P203,Programmable responsive interface,31,2024-04-17,1.9,C146,South Africa,58.9
INV1470,P509,Programmable logistical moderator,32,2024-04-18,96.25,C153,Morocco,3080.0
INV1430,P778,Automated client-server info-mediaries,22,2024-04-19,83.23,C169,Uganda,1831.0600000000002
INV1320,P678,Implemented 24/7 structure,33,2024-04-20,35.09,C143,Nigeria,1157.97
INV1904,P458,Ameliorated interactive groupware,22,2024-04-21,81.14,C181,Nigeria,1785.08
INV1300,P419,Upgradable maximized concept,36,2024-04-21,7.76,C180,Egypt,279.36
INV1420,P783,Monitored multi-state capability,23,2024-04-22,98.25,C110,Ghana,2259.75
INV1119,P1063,Self-enabling real-time help-desk,8,2024-04-27,71.9,C171,Egypt,575.2
INV1885,P638,Innovative executive database,16,2024-04-27,37.98,C155,Rwanda,607.68
INV1592,P558,Adaptive zero tolerance secured line,13,2024-04-28,25.51,C149,South Africa,331.63
INV1259,P752,Centralized reciprocal orchestration,33,2024-04-28,98.55,C188,Kenya,3252.15
INV1879,P806,Advanced leadingedge archive,11,2024-04-29,79.55,C105,Ethiopia,875.05
INV1935,P916,Team-oriented empowering data-warehouse,47,2024-05-01,27.22,C107,Kenya,1279.34
INV1939,P371,Down-sized neutral paradigm,28,2024-05-02,37.33,C157,Ghana,1045.24
INV1004,P481,Innovative maximized moratorium,8,2024-05-04,49.29,C181,Morocco,394.32
INV1655,P271,Robust mission-critical project,27,2024-05-04,44.42,C176,Nigeria,1199.3400000000001
INV1547,P898,Balanced hybrid application,12,2024-05-05,94.49,C158,Kenya,1133.8799999999999
INV1791,P465,Optional multimedia capacity,48,2024-05-05,77.08,C186,Uganda,3699.84
INV1870,P941,Re-contextualized asynchronous middleware,24,2024-05-06,40.59,C178,Ghana,974.1600000000001
INV1569,P540,Persevering attitude-oriented structure,36,2024-05-06,74.84,C175,Kenya,2694.2400000000002
INV1825,P538,Digitized methodical encryption,34,2024-05-09,38.66,C173,Ghana,1314.4399999999998
INV1572,P1021,Mandatory actuating product,36,2024-05-11,71.78,C135,South Africa,2584.08
INV1700,P652,Stand-alone explicit application,38,2024-05-13,47.12,C153,Egypt,1790.56
INV1886,P338,Enhanced regional open system,8,2024-05-15,53.12,C126,Nigeria,424.96
INV1858,P699,Cross-platform global attitude,15,2024-05-17,20.52,C102,Egypt,307.8
INV1646,P751,Versatile zero-defect budgetary management,17,2024-05-17,61.61,C124,Uganda,1047.37
INV1360,P971,Progressive dynamic firmware,46,2024-05-18,12.41,C175,Ghana,570.86
INV1642,P646,Vision-oriented 6thgeneration encoding,12,2024-05-19,93.58,C135,Tanzania,1122.96
INV1783,P1050,Cross-group even-keeled middleware,49,2024-05-19,26.28,C181,Kenya,1287.72
INV1323,P255,Ameliorated 6thgeneration time-frame,48,2024-05-20,70.79,C120,Kenya,3397.92
INV1095,P563,Customizable tertiary frame,15,2024-05-21,74.4,C180,Uganda,1116.0
INV1521,P764,Digitized dynamic access,24,2024-05-23,75.62,C184,Uganda,1814.88
INV1230,P1051,Vision-oriented optimizing pricing structure,32,2024-05-23,96.3,C130,Uganda,3081.6
INV1198,P939,Customizable coherent paradigm,44,2024-05-23,71.69,C198,South Africa,3154.3599999999997
INV1743,P706,Polarized client-server info-mediaries,28,2024-05-23,78.4,C123,Kenya,2195.2000000000003
INV1543,P1081,Synergized dynamic capability,43,2024-05-25,26.0,C111,Kenya,1118.0
INV1099,P918,Upgradable optimal help-desk,7,2024-05-26,70.99,C145,Kenya,496.92999999999995
INV1235,P446,Multi-tiered bi-directional capability,24,2024-05-26,9.61,C154,Ethiopia,230.64
INV1137,P871,Front-line asymmetric attitude,14,2024-05-28,3.28,C129,South Africa,45.919999999999995
INV1288,P260,Triple-buffered hybrid archive,35,2024-05-29,63.68,C164,Morocco,2228.8
INV1576,P1030,Multi-lateral zero-defect pricing structure,24,2024-05-29,16.77,C157,Morocco,402.48
INV1947,P367,Synergized 24hour concept,7,2024-05-29,27.84,C140,Tanzania,194.88
INV1381,P913,Open-source 6thgeneration access,3,2024-06-01,52.5,C197,Uganda,157.5
INV1133,P1097,Organic 5thgeneration matrix,1,2024-06-02,59.7,C117,Nigeria,59.7
INV1251,P762,Sharable 3rdgeneration data-warehouse,19,2024-06-05,77.61,C167,Tanzania,1474.59
INV1084,P438,Ameliorated incremental budgetary management,21,2024-06-05,53.65,C141,Kenya,1126.6499999999999
INV1153,P797,Open-source high-level application,49,2024-06-07,23.51,C196,Ethiopia,1151.99
INV1232,P514,Synergized uniform architecture,11,2024-06-07,14.97,C200,Kenya,164.67000000000002
INV1454,P275,Profound local product,42,2024-06-09,46.29,C191,Egypt,1944.18
INV1295,P726,Organized bi-directional hub,33,2024-06-12,36.03,C130,South Africa,1188.99
INV1201,P469,Face-to-face holistic hierarchy,32,2024-06-13,48.63,C116,South Africa,1556.16
INV1950,P792,Team-oriented holistic encoding,23,2024-06-13,23.85,C112,Uganda,548.5500000000001
INV1082,P281,Upgradable bottom-line moratorium,23,2024-06-14,36.18,C148,Kenya,832.14
INV1371,P368,Reduced fault-tolerant orchestration,33,2024-06-16,48.63,C181,Ethiopia,1604.7900000000002
INV1991,P701,Streamlined static forecast,42,2024-06-16,38.71,C109,Tanzania,1625.82
INV1930,P885,Automated incremental task-force,1,2024-06-19,82.05,C196,Uganda,82.05
INV1200,P936,Face-to-face homogeneous service-desk,15,2024-06-19,53.91,C124,Tanzania,808.65
INV1223,P813,Quality-focused even-keeled strategy,1,2024-06-20,88.86,C128,Tanzania,88.86
INV1681,P378,Open-architected scalable frame,19,2024-06-22,42.17,C156,Nigeria,801.23
INV1558,P358,Progressive grid-enabled portal,26,2024-06-22,96.36,C119,Ethiopia,2505.36
INV1654,P641,Organized uniform extranet,50,2024-06-23,17.24,C150,Nigeria,861.9999999999999
INV1103,P823,Automated incremental projection,44,2024-06-24,71.69,C163,Kenya,3154.3599999999997
INV1357,P1056,Front-line exuding contingency,28,2024-06-26,12.93,C174,Kenya,362.03999999999996
INV1593,P512,Extended fault-tolerant migration,23,2024-06-26,56.28,C167,Morocco,1294.44
INV1028,P918,Programmable 3rdgeneration hardware,25,2024-06-27,71.38,C195,Nigeria,1784.5
INV1604,P485,Optional maximized focus group,13,2024-06-30,40.16,C175,Egypt,522.0799999999999
INV1932,P777,Self-enabling context-sensitive hardware,49,2024-07-02,34.39,C161,Ghana,1685.1100000000001
INV1424,P240,Focused global parallelism,2,2024-07-02,98.93,C104,South Africa,197.86
INV1158,P721,Multi-layered clear-thinking service-desk,23,2024-07-03,78.99,C176,Nigeria,1816.77
INV1145,P452,Digitized composite data-warehouse,9,2024-07-03,91.16,C104,Rwanda,820.4399999999999
INV1146,P962,Exclusive grid-enabled system engine,15,2024-07-04,13.16,C144,Ghana,197.4
INV1846,P971,Robust object-oriented strategy,34,2024-07-07,40.04,C109,Uganda,1361.36
